pathway	pval	padj	log2err	ES	NES	size
Nucleotide Excision Repair | Reactome	0.22340560415874222	0.5569407314943291	0.031200359814268695	-0.46550778202841847	-1.2180978178235775	15
Oxidative phosphorylation - Saccharomyces cerevisiae (budding yeast) | KEGG	0.034220532319391636	0.22433460076045628	0.24169838609665498	0.3179376898628008	1.4261150737500852	45
PIP3 activates AKT signaling | Reactome	0.4908508691674291	0.8129040955127912	0.0416238362763518	0.29229181709859464	0.9598478017132963	14
Pantothenate and CoA biosynthesis - Saccharomyces cerevisiae (budding yeast) | KEGG	0.013839926883405145	0.12248335291813553	0.13971521655337235	-0.6583950867624169	-1.6308194225448591	12
Pentose phosphate pathway - Saccharomyces cerevisiae (budding yeast) | KEGG	0.1916844617510363	0.5140628746959609	0.03400379741970333	-0.4667648354090282	-1.241740444137312	16
Peroxisomal protein import | Reactome	0.5145374449339207	0.8129040955127912	0.03968161484343965	0.2935646410227432	0.9429705558771094	13
Peroxisome - Saccharomyces cerevisiae (budding yeast) | KEGG	0.19118942731277533	0.5140628746959609	0.0677730323030541	0.3779933319594727	1.2141672822513072	13
Phagosome - Saccharomyces cerevisiae (budding yeast) | KEGG	0.1599700524082855	0.46725149690384	0.0376303019205309	-0.47494952046377126	-1.2827584994641041	17
Phenylalanine, tyrosine and tryptophan biosynthesis - Saccharomyces cerevisiae (budding yeast) | KEGG	2.7729117671685034e-4	0.004908053827888251	0.49849310876659025	-0.78327024102144	-1.8991421221439764	11
Phospholipid metabolism | Reactome	0.6920389318692288	0.8129040955127912	0.012930555424270159	-0.310633579535469	-0.8389688739531562	17
Platelet activation, signaling and aggregation | Reactome	0.7993210601906254	0.8872950597324247	0.011484038605778315	-0.30265202944841574	-0.749657489584519	12
Post-translational protein modification | Reactome	0.8221915187586354	0.8902844966774	0.007806450119970948	-0.22714144712778656	-0.7943414497876484	74
Proteasome - Saccharomyces cerevisiae (budding yeast) | KEGG	0.35833333333333334	0.6894021739130435	0.021988021670566564	-0.3705877099838323	-1.092862202260598	25
Protein localization | Reactome	0.37222509034589574	0.7008919254385484	0.05177506345682876	0.2941807498101803	1.0408314257070568	18
Protein processing in endoplasmic reticulum - Saccharomyces cerevisiae (budding yeast) | KEGG	0.003371308997907463	0.04262297804497293	0.269842314478839	-0.5544446114437912	-1.7029976527937252	31
Protein ubiquitination | Reactome	0.9095716552088842	0.9414864501284942	0.009716998325199353	-0.26248194010777137	-0.6364221218345714	11
Purine metabolism - Saccharomyces cerevisiae (budding yeast) | KEGG	0.9810432120569881	0.9862671660424469	0.006456992028069824	-0.17857801532280304	-0.5381909455908078	28
Pyrimidine metabolism - Saccharomyces cerevisiae (budding yeast) | KEGG	0.27998927757673236	0.5976306137602911	0.02807951331496343	-0.49436336609235254	-1.166327080728985	10
Pyruvate metabolism - Saccharomyces cerevisiae (budding yeast) | KEGG	0.17008291110087517	0.47500646663217794	0.03466320112287498	-0.3989404681786439	-1.24694685811199	34
Pyruvate metabolism and Citric Acid (TCA) cycle | Reactome	6.759169721918223e-6	5.981865203897628e-4	0.610526878385931	0.7105042790234857	2.513812281001222	18
RHO GTPase cycle | Reactome	0.9735006973500697	0.9862671660424469	0.007935574505146252	-0.2061995069126551	-0.5395638464133544	15
RNA Polymerase II Pre-transcription Events | Reactome	0.31537871033776865	0.649093392206803	0.025227238415698298	-0.43793943831369414	-1.1279675416928245	14
RNA Polymerase II Promoter Escape | Reactome	0.2462136442836081	0.56663673040787	0.030417233173291813	-0.5071420261153474	-1.1964751423826139	10
RNA Polymerase II Transcription Initiation And Promoter Clearance | Reactome	0.1636700158646219	0.46725149690384	0.03838994327892913	-0.5290149977258776	-1.282666712981393	11
RNA Polymerase II Transcription Initiation | Reactome	0.1636700158646219	0.46725149690384	0.03838994327892913	-0.5290149977258776	-1.282666712981393	11
RNA Polymerase II Transcription Pre-Initiation And Promoter Opening | Reactome	0.1636700158646219	0.46725149690384	0.03838994327892913	-0.5290149977258776	-1.282666712981393	11
RNA Polymerase II Transcription | Reactome	0.6760714285714285	0.8129040955127912	0.012586044038755205	-0.2923226673458166	-0.8620587930996925	25
RNA degradation - Saccharomyces cerevisiae (budding yeast) | KEGG	0.23652807436251727	0.5657495832725076	0.029958544279763417	-0.45134004711895154	-1.2007056831419611	16
ROS and RNS production in phagocytes | Reactome	0.09906880496637352	0.4077948483499561	0.05010828060671096	-0.5441378256433929	-1.37269364054409	13
Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins. | Reactome	6.229406507940333e-5	0.0013782561898817987	0.5384340963099162	0.678900372041762	2.321093711193698	16
Ribosomal scanning and start codon recognition | Reactome	0.25610699679451754	0.56663673040787	0.026274907958143367	-0.34823580591242304	-1.1564547239603082	50
Ribosome - Saccharomyces cerevisiae (budding yeast) | KEGG	0.08051866569068283	0.37504746913818054	0.04996705025811024	-0.3579870092415201	-1.28292203563183	93
Ribosome biogenesis in eukaryotes - Saccharomyces cerevisiae (budding yeast) | KEGG	0.6525163036790944	0.8129040955127912	0.01357937708306303	-0.3153735048639578	-0.8742067756860995	19
SRP-dependent cotranslational protein targeting to membrane | Reactome	0.12418162618796198	0.4227996908272767	0.03952844293162763	-0.3526197654675227	-1.245602755158459	81
Signal Transduction | Reactome	0.29625305169302624	0.6242475017817338	0.023189441955549197	-0.31635605031306824	-1.1110996854457087	77
Signaling by GPCR | Reactome	0.2342214174857734	0.5657495832725076	0.03068360345773801	-0.4774884850383804	-1.2045576983555824	13
Signaling by Insulin receptor | Reactome	0.2031729785056295	0.5288473116984768	0.0332110228050252	-0.4806921707350654	-1.2380825262570667	14
Signaling by Interleukins | Reactome	0.7031229057767056	0.8129040955127912	0.013735532335406014	-0.3515935422102102	-0.8294972844176958	10
Signaling by Nuclear Receptors | Reactome	0.5864308913749549	0.8129040955127912	0.014794079361699693	-0.32065510832665434	-0.9283698922274957	23
Signaling by Receptor Tyrosine Kinases | Reactome	0.15883668903803133	0.46725149690384	0.03654234810214666	-0.4187471399504806	-1.262002597609886	28
Signaling by Rho GTPases | Reactome	0.9795358123284252	0.9862671660424469	0.007552015792211442	-0.19326730913338858	-0.5219823850276346	17
Signaling by Rho GTPases, Miro GTPases and RHOBTB3 | Reactome	0.9795358123284252	0.9862671660424469	0.007552015792211442	-0.19326730913338858	-0.5219823850276346	17
Spliceosome - Saccharomyces cerevisiae (budding yeast) | KEGG	0.1957174565870218	0.517044624117953	0.03436337797438592	-0.5033533609135514	-1.2467870035568287	12
Starch and sucrose metabolism - Saccharomyces cerevisiae (budding yeast) | KEGG	0.01707317073170732	0.13138918345705197	0.27471745859524166	0.44354235376576123	1.7078873068931841	24
Sulfur metabolism - Saccharomyces cerevisiae (budding yeast) | KEGG	0.20774695081088326	0.5329160912105266	0.033691623087889755	-0.5237280758888802	-1.235605790687117	10
Synthesis of active ubiquitin: roles of E1 and E2 enzymes | Reactome	0.4058437206808739	0.7255993793991381	0.02189431871495202	-0.4483725869080437	-1.057823306166398	10
TCA cycle II (plants and fungi) | YeastCyc	0.010978956999085087	0.11431031699047414	0.2972329219997305	0.5730877942907746	1.8819447803876497	14
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation | Reactome	0.7031229057767056	0.8129040955127912	0.013735532335406014	-0.3515935422102102	-0.8294972844176958	10
TRIF(TICAM1)-mediated TLR4 signaling  | Reactome	0.7031229057767056	0.8129040955127912	0.013735532335406014	-0.3515935422102102	-0.8294972844176958	10
The citric acid (TCA) cycle and respiratory electron transport | Reactome	1.897533022203973e-9	3.358633449301032e-7	0.7749390301364363	0.6944412114446632	2.907432655703739	34
Toll Like Receptor 10 (TLR10) Cascade | Reactome	0.7031229057767056	0.8129040955127912	0.013735532335406014	-0.3515935422102102	-0.8294972844176958	10
Toll Like Receptor 2 (TLR2) Cascade | Reactome	0.7031229057767056	0.8129040955127912	0.013735532335406014	-0.3515935422102102	-0.8294972844176958	10
Toll Like Receptor 3 (TLR3) Cascade | Reactome	0.7031229057767056	0.8129040955127912	0.013735532335406014	-0.3515935422102102	-0.8294972844176958	10
Toll Like Receptor 4 (TLR4) Cascade | Reactome	0.7031229057767056	0.8129040955127912	0.013735532335406014	-0.3515935422102102	-0.8294972844176958	10
Toll Like Receptor 5 (TLR5) Cascade | Reactome	0.7031229057767056	0.8129040955127912	0.013735532335406014	-0.3515935422102102	-0.8294972844176958	10
Toll Like Receptor 7/8 (TLR7/8) Cascade | Reactome	0.7031229057767056	0.8129040955127912	0.013735532335406014	-0.3515935422102102	-0.8294972844176958	10
Toll Like Receptor 9 (TLR9) Cascade | Reactome	0.7031229057767056	0.8129040955127912	0.013735532335406014	-0.3515935422102102	-0.8294972844176958	10
Toll Like Receptor TLR1:TLR2 Cascade | Reactome	0.7031229057767056	0.8129040955127912	0.013735532335406014	-0.3515935422102102	-0.8294972844176958	10
Toll Like Receptor TLR6:TLR2 Cascade | Reactome	0.7031229057767056	0.8129040955127912	0.013735532335406014	-0.3515935422102102	-0.8294972844176958	10
Toll-like Receptor Cascades | Reactome	0.8703486094790442	0.9224652926813822	0.010204582326646776	-0.274487977685686	-0.6798962116593201	12
Transcription-Coupled Nucleotide Excision Repair (TC-NER) | Reactome	0.1168116683725691	0.42195235310091284	0.04552829436809804	-0.5199082894049168	-1.3390885218373996	14
Transcriptional Regulation by TP53 | Reactome	0.8070875967057649	0.8872950597324247	0.010662702226630447	-0.2747729215871103	-0.7421152888927603	17
Transferrin endocytosis and recycling | Reactome	0.0686773730251991	0.337663750707229	0.06125857102815924	-0.5802768721323055	-1.4373235957461319	12
Translation initiation complex formation | Reactome	0.25500165800817953	0.56663673040787	0.026348933355547877	-0.3485223954959168	-1.1574064580210859	50
Translation | Reactome	0.10778008298755187	0.42195235310091284	0.04238018835037579	-0.3445126150698605	-1.2464323616688884	102
Transport of small molecules | Reactome	0.6300492047144982	0.8129040955127912	0.01303557357794875	-0.28520457900180374	-0.8966485148966993	35
Transport to the Golgi and subsequent modification | Reactome	0.894111502807155	0.9310961388960871	0.009789480506929	-0.26337954083337445	-0.6523810388746242	12
Tryptophan metabolism - Saccharomyces cerevisiae (budding yeast) | KEGG	0.6298618219037871	0.8129040955127912	0.014652683417118208	-0.34379573411618836	-0.8854887117468153	14
Ub-specific processing proteases | Reactome	0.3938277291570705	0.7168106239425146	0.020013743107807846	-0.34104454624980923	-1.0659846752673816	34
Ubiquitin mediated proteolysis - Saccharomyces cerevisiae (budding yeast) | KEGG	0.606064483111566	0.8129040955127912	0.015208726499038079	-0.35118082439206	-0.9045099311093147	14
Valine, leucine and isoleucine biosynthesis - Saccharomyces cerevisiae (budding yeast) | KEGG	3.2068738558662833e-4	0.005160151568075746	0.49849310876659025	-0.7933156595869147	-1.8716304661817227	10
Valine, leucine and isoleucine degradation - Saccharomyces cerevisiae (budding yeast) | KEGG	0.5026135906714918	0.8129040955127912	0.01862737897489073	-0.41633792021869953	-0.9822454987385534	10
Vesicle-mediated transport | Reactome	0.6264283289964928	0.8129040955127912	0.012954126138543685	-0.28200593092289705	-0.9073727790753344	41
aerobic respiration (cytochrome c) | YeastCyc	4.411881618716807e-5	0.0013015050775214581	0.557332238758646	0.6346024119469649	2.3849212178804673	22
aerobic respiration (linear view) | YeastCyc	4.411881618716807e-5	0.0013015050775214581	0.557332238758646	0.6346024119469649	2.3849212178804673	22
chitin biosynthesis | YeastCyc	0.07990543735224587	0.37504746913818054	0.11020061442674668	0.4230458486853104	1.4200231854235719	15
gluconeogenesis | YeastCyc	0.012282497441146366	0.11442116037278456	0.14692213573209795	-0.6395128790037514	-1.6471450317156926	14
glutathione-mediated detoxification II | YeastCyc	0.6207033315705975	0.8129040955127912	0.015337431341350455	-0.3681323573136145	-0.8925855084022084	11
glycolysis III (from glucose) | YeastCyc	0.014724232592962317	0.12379121968412009	0.13230852260538306	-0.5979046146665012	-1.6148394582720043	17
glycolysis | YeastCyc	2.3314272575296566e-4	0.004585140273141658	0.5188480777437918	-0.7505183137525916	-1.8933286161128429	13
mRNA surveillance pathway - Saccharomyces cerevisiae (budding yeast) | KEGG	0.3913766632548618	0.7168106239425146	0.021734604478684288	-0.4120369790675514	-1.0612525333524656	14
superpathway of ergosterol biosynthesis | YeastCyc	0.12154554759467759	0.4227996908272767	0.04454146094208508	-0.5174476778222281	-1.3327509103889457	14
superpathway of purine nucleotides <i>de novo</i> biosynthesis I | YeastCyc	0.8942731277533039	0.9310961388960871	0.02859075033596515	0.21358557299388614	0.6860666386513913	13
superpathway of sulfur amino acid biosynthesis (<i>Saccharomyces cerevisiae</i>) | YeastCyc	0.16248016922263353	0.46725149690384	0.03855009026737022	-0.5297346640094134	-1.284411638910364	11
tRNA charging | YeastCyc	0.005490391814324931	0.0647866234090342	0.21825977528478716	-0.6330443657809106	-1.709745995638432	17
