pathway	pval	padj	log2err	ES	NES	size
Cap-dependent Translation Initiation | Reactome	0.1242613263296126	0.32218655269893565	0.050430021103155684	-0.2969461064705416	-1.1952984748053026	138
Cargo recognition for clathrin-mediated endocytosis | Reactome	0.7276604819791	0.93119149492722475	0.02004937069168892	0.3089691624957259	0.8066271877010459	14
Cell Cycle Checkpoints | Reactome	0.04284919309961046	0.1784009674243397	0.093923690818302	-0.5762178450113559	-1.5282253685689158	17
Cell Cycle | Reactome	2.635682685050563e-8	4.068927794457587e-6	0.7337619883564803	-0.5241577926734724	-2.0949557091149416	131
Cell Cycle, Mitotic | Reactome	1.5148243967615033e-7	9.477358562857376e-6	0.6901324587967956	-0.5240837825089328	-2.0765079797781576	123
Cell cycle - yeast - Saccharomyces cerevisiae (budding yeast) | KEGG	4.663895332771348e-13	2.0194666790899935e-10	0.9214260034948982	-0.6035110580281713	-2.412362475810602	130
Cellular Senescence | Reactome	0.9152910512597741	1	0.01690709224947908	0.23500853159774798	0.6632678478221643	19
Cellular response to heat stress | Reactome	0.7323243243243244	0.93119149492722475	0.02016137905488695	0.29222495740703225	0.8148357157446111	18
Cellular response to starvation | Reactome	0.6868905742145178	0.9208161567643536	0.021179243520087026	0.29518853292695774	0.8463827201765417	20
Cellular responses to external stimuli | Reactome	0.2737017627441639	0.5560191360233652	0.040051507693587673	0.29600790640689084	1.1024195065637377	65
Cellular responses to stress | Reactome	0.2737017627441639	0.5560191360233652	0.040051507693587673	0.29600790640689084	1.1024195065637377	65
Chaperonin-mediated protein folding | Reactome	0.8704927317349443	0.9994715457287435	0.015598543552568279	-0.2828094093479815	-0.6828102579257881	12
Cholesterol biosynthesis | Reactome	0.9235085094445483	1	0.0146087847447054	-0.24106512235494154	-0.6286518756574716	16
Chromatin modifying enzymes | Reactome	0.4122901036084316	0.6650912030502907	0.02634151133717732	-0.3036102987607793	-1.0216240866159103	49
Chromatin organization | Reactome	0.4122901036084316	0.6650912030502907	0.02634151133717732	-0.3036102987607793	-1.0216240866159103	49
Citrate cycle (TCA cycle) - Saccharomyces cerevisiae (budding yeast) | KEGG	0.45267489711934156	0.7025384604038527	0.024793378157685817	-0.326436306018555	-0.9997526966072746	31
Citric acid cycle (TCA cycle) | Reactome	0.8516925378717037	0.9967104564822912	0.015778644723939222	-0.27147327197349974	-0.7079505319966215	16
Class I MHC mediated antigen processing & presentation | Reactome	0.1515047879616963	0.35460309831034864	0.04628579316348976	-0.33726758802899565	-1.2141444298758188	68
Class I peroxisomal membrane protein import | Reactome	0.21320874920365257	0.46269458150450543	0.04319702459861414	0.48032069314603376	1.2262355795749804	13
Clathrin-mediated endocytosis | Reactome	0.9931678433158734	1	0.01640722322723563	0.16876023315905264	0.5962878771081197	48
Costimulation by the CD28 family | Reactome	0.8821235102925243	0.9994715457287435	0.017412741280218805	0.2447347657865364	0.7017185753602179	20
Cristae formation | Reactome	0.004869825810076793	0.03573956908073308	0.2853133921438723	-0.7498072866837986	-1.7254128612346256	10
Cyclin A:Cdk2-associated events at S phase entry | Reactome	0.05792740267067895	0.22225601931503855	0.08099720461931634	-0.5764816023666959	-1.4763590093005285	15
Cyclin D associated events in G1 | Reactome	0.03476289438881542	0.15052333270357077	0.10551993028944054	-0.6273891994723049	-1.5459367302300786	13
Cyclin E associated events during G1/S transition  | Reactome	0.030491247882552232	0.14196462723811953	0.11260357881030983	-0.624145785615219	-1.5667253519568083	14
Cysteine and methionine metabolism - Saccharomyces cerevisiae (budding yeast) | KEGG	8.589998921395327e-4	0.007748894860342035	0.47727081536286214	0.5409896347156479	1.8643360550613808	43
Cytokine Signaling in Immune system | Reactome	0.9926940639269406	1	0.013223664975937714	-0.17030591294732333	-0.495612917194382	25
DNA Damage Bypass | Reactome	0.07780821917808219	0.2591612223393045	0.06843577449753617	-0.48416498015777104	-1.408984656296541	25
DNA Repair | Reactome	0.05722582849333789	0.22225601931503855	0.07755125831607017	-0.35863493835994614	-1.3331313691609807	82
DNA Replication Pre-Initiation | Reactome	1.351053234389162e-4	0.0017727456075469913	0.5188480777437918	-0.6554834821536618	-1.9722231252991738	29
DNA Replication | Reactome	1.2137835823342147e-7	9.477358562857376e-6	0.6901324587967956	-0.6347341436104408	-2.2232714732188406	59
DNA replication - Saccharomyces cerevisiae (budding yeast) | KEGG	2.2748646775283988e-5	4.925082026848983e-4	0.5756102610711286	-0.6764464735921633	-2.071703341863593	31
DNA strand elongation | Reactome	5.7510228661124266e-5	8.893546075095288e-4	0.557332238758646	-0.728914094052854	-2.0320901973200365	21
Deadenylation of mRNA | Reactome	0.46841426729694885	0.7203720944314509	0.027328537026610478	0.4109305315726954	0.9944031996180107	11
Deadenylation-dependent mRNA decay | Reactome	0.12055291185134828	0.31691546218044914	0.06089253270699512	0.3828753763244538	1.2851876113181655	38
Deubiquitination | Reactome	0.4495647721454173	0.7014682194940223	0.024129168263775296	-0.2784352899265184	-1.0003774453964525	67
Developmental Biology | Reactome	0.7113513513513513	0.927756431129925	0.02060593632673585	0.29656725592960553	0.8269437162248351	18
Dual incision in TC-NER | Reactome	0.9403912543153049	1	0.017358749948450575	0.1991156991291142	0.7190014475898223	54
E3 ubiquitin ligases ubiquitinate target proteins | Reactome	0.697462589459987	0.9230956914001888	0.020956287523730494	0.3052404277223989	0.8363095404254042	17
ER to Golgi Anterograde Transport | Reactome	0.5744583808437856	0.8346995936421449	0.02486574939900654	0.2611625947524807	0.9332866036076063	51
ESR-mediated signaling | Reactome	0.0021274959201217913	0.01760712531079968	0.4317076958033464	0.5084640301585189	1.7857284784462295	47
Endocytosis - Saccharomyces cerevisiae (budding yeast) | KEGG	0.017075517075517077	0.0856923466641335	0.171214318379654	0.3780688972850321	1.4568903734405731	79
Endosomal Sorting Complex Required For Transport (ESCRT) | Reactome	0.08067664281067013	0.2646438358865164	0.0734471130740274	0.5181204161037577	1.4195663736614403	17
Estrogen-dependent gene expression | Reactome	2.6957556671843616e-4	0.0028469809850995816	0.49849310876659025	0.5997066599682341	1.9878284705545706	36
Eukaryotic Translation Initiation | Reactome	0.1242613263296126	0.32218655269893565	0.050430021103155684	-0.2969461064705416	-1.1952984748053026	138
Extra-nuclear estrogen signaling | Reactome	0.8700448765893792	0.9994715457287435	0.015467359824766144	-0.28742090293351186	-0.680345798520087	11
Factors involved in megakaryocyte development and platelet production | Reactome	0.6830590875093493	0.9208161567643536	0.019018971453097493	-0.35163745182489076	-0.8323509546788788	11
Fatty acid biosynthesis - Saccharomyces cerevisiae (budding yeast) | KEGG	0.535994903376513	0.7948143601439388	0.024832801321676368	0.3666145918555013	0.9359493832756761	13
Fatty acid degradation - Saccharomyces cerevisiae (budding yeast) | KEGG	0.4621885157096425	0.7147415260795543	0.027710944757090832	0.3478655555554354	0.9974215198921269	20
Fatty acid metabolism | Reactome	0.17708703374777976	0.40357202954099286	0.043365339752818116	-0.37568957691721405	-1.2195198580065918	41
Fc epsilon receptor (FCERI) signaling | Reactome	0.9187113691702566	1	0.014705541489540548	-0.26997215305003264	-0.6212441961025745	10
Folate biosynthesis - Saccharomyces cerevisiae (budding yeast) | KEGG	0.9956993268511594	1	0.013519527585454862	-0.1867278198806686	-0.4419980816496708	11
Formation of ATP by chemiosmotic coupling | Reactome	0.004869825810076793	0.03573956908073308	0.2853133921438723	-0.7498072866837986	-1.7254128612346256	10
Formation of Incision Complex in GG-NER | Reactome	0.10447437011294526	0.3068510779203187	0.0642148359994021	0.4812174560489286	1.3581467201980015	19
Formation of TC-NER Pre-Incision Complex | Reactome	0.07183580387685291	0.2508459925699783	0.08006180930656212	0.40147279219128573	1.3627041609519361	40
Formation of a pool of free 40S subunits | Reactome	2.0161545284914548e-4	0.0022973550285178947	0.5188480777437918	-0.44295492038745476	-1.7327462789010608	114
Formation of the Early Elongation Complex | Reactome	0.005169701056417173	0.036300053294370555	0.30377943455118267	0.5435111795394034	1.710239316916176	29
Formation of the ternary complex, and subsequently, the 43S complex | Reactome	0.2872157133011716	0.5560191360233652	0.03226173823824839	-0.3117184799878652	-1.1037745922810789	62
Fructose and mannose metabolism - Saccharomyces cerevisiae (budding yeast) | KEGG	0.017191977077363897	0.0856923466641335	0.16324176812787977	0.5453079130789839	1.6158708854695765	23
G alpha (12/13) signalling events | Reactome	0.6690579573343401	0.9135617817494925	0.019474344769217448	-0.34966493126254694	-0.8442251000538952	12
G alpha (i) signalling events | Reactome	0.7419424151267726	0.93119149492722475	0.019867863675000725	0.3265122713480873	0.7901210116962166	11
G-protein mediated events | Reactome	0.7419424151267726	0.93119149492722475	0.019867863675000725	0.3265122713480873	0.7901210116962166	11
G1 Phase | Reactome	0.03476289438881542	0.15052333270357077	0.10551993028944054	-0.6273891994723049	-1.5459367302300786	13
G1/S Transition | Reactome	6.324158596723994e-6	2.1064312864472996e-4	0.610526878385931	-0.6472581285794612	-2.101054140324938	41
G2/M Checkpoints | Reactome	0.026072170791611563	0.12270923861704137	0.12218443330405154	-0.6432033110829328	-1.5849039550649826	13
G2/M Transition | Reactome	0.10072342793544797	0.3007809951451653	0.06023700915410373	-0.5196689772832989	-1.3782483850824676	17
GPCR downstream signalling | Reactome	0.6868320956348487	0.9208161567643536	0.018461584809625144	-0.285804499417844	-0.854470456563443	28
GTP hydrolysis and joining of the 60S ribosomal subunit | Reactome	1.2093679374445465e-4	0.0016892139255273826	0.5384340963099162	-0.45210395563798217	-1.768535376292776	114
Galactose metabolism - Saccharomyces cerevisiae (budding yeast) | KEGG	0.13312761736830506	0.33078123576742063	0.05692717141429352	0.4389964639582675	1.3008459769618508	23
Gamma carboxylation, hypusine formation and arylsulfatase activation | Reactome	0.9485653560042508	1	0.016071301237850298	0.23058998158238028	0.5738494328800833	12
Gap-filling DNA repair synthesis and ligation in TC-NER | Reactome	0.8823798627002288	0.9994715457287435	0.018213116681002752	0.21795125750754507	0.7654460185178746	47
Gene expression (Transcription) | Reactome	2.600607981959536e-4	0.0028151581404711975	0.49849310876659025	0.40423860849002813	1.6857177721834158	129
Generic Transcription Pathway | Reactome	0.1181404265516415	0.31383315764945263	0.06338771148360935	0.32901251068035603	1.2393791736162296	70
Global Genome Nucleotide Excision Repair (GG-NER) | Reactome	0.7550651230101303	0.933721387169663	0.017046529733470987	-0.27268738430553763	-0.803252124347457	26
Gluconeogenesis | Reactome	0.0058644656820156385	0.03839523863571875	0.27986565266193214	0.6140539004846	1.7330528651544876	19
Glucose metabolism | Reactome	4.090274934453484e-5	6.811880948532148e-4	0.557332238758646	0.6458752079136293	2.078935202530428	32
Glutathione metabolism - Saccharomyces cerevisiae (budding yeast) | KEGG	0.6484903934126258	0.897112908459	0.019474344769217448	-0.30539452968577835	-0.871477669468024	23
Glycerolipid metabolism - Saccharomyces cerevisiae (budding yeast) | KEGG	0.062443233424159854	0.22955800140317018	0.08587354529835861	0.4380011208090979	1.4098326389384879	32
Glycerophospholipid biosynthesis | Reactome	0.37185588035350103	0.631425867423788	0.03256707056814106	0.31227208986557614	1.0481954340035184	38
Glycerophospholipid metabolism - Saccharomyces cerevisiae (budding yeast) | KEGG	0.16077537058152794	0.37227666022353795	0.05240481612025527	0.3618049862563754	1.2280612031856202	40
Glycine, serine and threonine metabolism - Saccharomyces cerevisiae (budding yeast) | KEGG	0.21268403171007927	0.46269458150450543	0.04482894823199633	0.3740139868294032	1.1858369400414612	30
Glycogen metabolism | Reactome	0.006874328678839957	0.042522633113395734	0.25663501697244306	0.6407800106069552	1.733381910398089	16
Glycogen synthesis | Reactome	0.01834079761143101	0.09024506097442758	0.15535473237528252	0.6403228142707518	1.6716936626424024	14
Glycolysis / Gluconeogenesis - Saccharomyces cerevisiae (budding yeast) | KEGG	1.6554460138245504e-6	7.964534710955892e-5	0.6435518361507222	0.6020644494982335	2.17690118499149	55
Glycolysis | Reactome	7.250432357935265e-5	0.0010825645555124035	0.5384340963099162	0.7009983093676592	2.106115282024652	24
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Saccharomyces cerevisiae (budding yeast) | KEGG	0.8259360730593607	0.987354383765375	0.015880825109464227	-0.2578621357229751	-0.750413201209089	25
Glyoxylate and dicarboxylate metabolism - Saccharomyces cerevisiae (budding yeast) | KEGG	0.7309507754551584	0.93119149492722475	0.020784592505215863	0.2659660147791885	0.8369018937648184	29
Glyoxylate metabolism and glycine degradation | Reactome	0.6340003740415187	0.8846274391447179	0.020147883872822805	-0.3349068536423479	-0.8733732182244426	16
Golgi-to-ER retrograde transport | Reactome	0.8784599006387509	0.9994715457287435	0.01457084831761174	-0.2349459877882796	-0.7359101941788733	34
HATs acetylate histones | Reactome	0.11267605633802817	0.3093516741309447	0.06163081466707631	0.4690320209074987	1.3448374629234643	20
HDACs deacetylate histones | Reactome	0.7529007305543618	0.933721387169663	0.01964576985793843	0.3232107652468117	0.7821317580914718	11
HDMs demethylate histones | Reactome	0.5589956579195772	0.8204919317938201	0.02224679617729798	-0.3827338048020581	-0.9240660294023445	12
Heme biosynthesis | Reactome	0.6136873597606581	0.8683876692038072	0.020643331926826845	-0.37338779990337573	-0.8838355815119169	11
Hemostasis | Reactome	0.3014039452639062	0.5560191360233652	0.03192894697703439	-0.3364043113859485	-1.096696638978451	42
Histidine metabolism - Saccharomyces cerevisiae (budding yeast) | KEGG	0.04435913840904244	0.18292863743919405	0.09910876842634327	0.5899609259719718	1.5402136534478892	14
Homologous recombination - Saccharomyces cerevisiae (budding yeast) | KEGG	0.061657744138822225	0.22955800140317018	0.07767145731954232	-0.5210646855144404	-1.452640919201055	21
Immune System | Reactome	0.2461159821565913	0.5148223201633045	0.03306260309770196	-0.2464187293525698	-1.0837682277869993	286
Innate Immune System | Reactome	0.7935721138471379	0.970668715524889	0.014535919268983961	-0.20727108825768464	-0.8769026970832351	204
Inositol phosphate metabolism - Saccharomyces cerevisiae (budding yeast) | KEGG	0.31253461325456894	0.5686028888202872	0.03196300329393316	-0.39921426525942727	-1.112942391542205	21
Inositol phosphate metabolism | Reactome	0.40632011967090503	0.6639117427075543	0.027384776005052083	-0.44395768108038963	-1.0508795288059993	11
Insertion of tail-anchored proteins into the endoplasmic reticulum membrane | Reactome	0.15148259561667382	0.35460309831034864	0.05240481612025527	0.5439828812703473	1.3163741219285954	11
Insulin receptor recycling | Reactome	0.9543612710599275	1	0.016032338155312544	0.2219517806545731	0.5794505159948262	14
Integration of energy metabolism | Reactome	0.9370867988910215	1	0.016297599569138767	0.23457293775675508	0.6124006278332754	14
Interconversion of nucleotide di- and triphosphates | Reactome	0.008117802529733811	0.049507161906686484	0.22082346409111278	-0.715435101630856	-1.7273344171963063	12
Interleukin-17 signaling | Reactome	0.30304969076562166	0.5560191360233652	0.035455751619914114	0.43155586261277484	1.1266648392460752	14
Intra-Golgi and retrograde Golgi-to-ER traffic | Reactome	0.8456100342075257	0.9932667458337199	0.018795417016250503	0.22271344472896726	0.7958853166007374	51
Intra-Golgi traffic | Reactome	0.07956251340338838	0.2629814374325738	0.0735499839648035	0.6118983512321716	1.4414276335735738	10
Intracellular signaling by second messengers | Reactome	0.9666212534059946	1	0.016758864014752524	0.19849543579599177	0.6389146757171847	32
Ion channel transport | Reactome	0.13498206531999246	0.3320865584292997	0.05200880399985973	-0.5534089432489686	-1.3361411989419125	12
Iron uptake and transport | Reactome	0.9919581073499159	1	0.01357665162461913	-0.18202458976003089	-0.4746854237998794	16
L13a-mediated translational silencing of Ceruloplasmin expression | Reactome	0.0340046219874546	0.15024491143436575	0.09960004885309227	-0.3355590752077196	-1.3411636918840377	131
L1CAM interactions | Reactome	0.7972437228619974	0.9724127661950559	0.016875926292043965	-0.3084540692274278	-0.7447262912963688	12
Lagging Strand Synthesis | Reactome	4.066670715623745e-5	6.811880948532148e-4	0.557332238758646	-0.7719065324938623	-2.047224249186414	17
Leading Strand Synthesis | Reactome	0.0021551446685274434	0.01760712531079968	0.4317076958033464	-0.7768905489158724	-1.787735287022302	10
Longevity regulating pathway - multiple species - Saccharomyces cerevisiae (budding yeast) | KEGG	0.5028325402220711	0.7666425701273127	0.02701964096794484	0.2876529239449028	0.9655569333352924	38
Lysine biosynthesis - Saccharomyces cerevisiae (budding yeast) | KEGG	0.09883970777825526	0.3007809951451653	0.06573819602828511	0.5795430092923662	1.4024254186005394	11
Lysine degradation - Saccharomyces cerevisiae (budding yeast) | KEGG	0.05800214822771214	0.22225601931503855	0.08668875730780262	0.5515274063599793	1.491943589762766	16
M Phase | Reactome	0.016349742313843965	0.08427902883207664	0.15012944108802184	-0.47648243351299724	-1.5533590553970655	42
MAP kinase activation | Reactome	0.30304969076562166	0.5560191360233652	0.035455751619914114	0.43155586261277484	1.1266648392460752	14
MAPK family signaling cascades | Reactome	0.00202215732493074	0.017511882433900207	0.4317076958033464	-0.6465448256859118	-1.8024584969941135	21
MAPK signaling pathway - yeast - Saccharomyces cerevisiae (budding yeast) | KEGG	0.07379092571048695	0.2556117666611268	0.06696957865216217	-0.3265701340577254	-1.2774735273146556	114
MAPK targets/ Nuclear events mediated by MAP kinases | Reactome	0.365682735187938	0.6247418622387327	0.031637277387090504	0.4205318409897743	1.0735975216646514	13
MAPK6/MAPK4 signaling | Reactome	0.005078051532819259	0.036300053294370555	0.27986565266193214	-0.6856475776690477	-1.7559311074994024	15
MTOR signalling | Reactome	0.0652972972972973	0.23561441441441444	0.08182448829461395	0.5212625875712785	1.4534808299857742	18
Macroautophagy | Reactome	0.2957427536231884	0.5560191360233652	0.03723145637617607	0.3341278410928007	1.1075228602003253	36
Meiosis - yeast - Saccharomyces cerevisiae (budding yeast) | KEGG	1.5321364882217468e-7	9.477358562857376e-6	0.6901324587967956	-0.5059694949316248	-2.0222606567357375	131
Membrane Trafficking | Reactome	0.34319371727748693	0.6065423656373545	0.037149677276664496	0.24128579197045963	1.0437960375714237	167
Metabolism of RNA | Reactome	0.9986680873734683	1	0.018631353544616782	0.15852554383133505	0.7007123165398481	198
Metabolism of amino acids and derivatives | Reactome	0.00594106463878327	0.03839523863571875	0.291090917251384	0.41018270781014354	1.560524707671318	73
Metabolism of carbohydrates | Reactome	1.940798520689823e-6	8.403657594586933e-5	0.6272567397185284	0.5482143818819384	2.0963278169819035	75
Metabolism of cofactors | Reactome	0.8773098409969918	0.9994715457287435	0.01736952987112818	0.27777337600224994	0.6721786595125989	11
Metabolism of folate and pterines | Reactome	0.1336875664187035	0.33078123576742063	0.05570922694214753	0.5394235151500254	1.342416856650966	12
Metabolism of lipids | Reactome	0.39039286893364145	0.6501542778779491	0.02592549029394816	-0.2574207232157389	-1.0288600518456101	131
Metabolism of nucleotides | Reactome	0.15073397780164696	0.35460309831034864	0.04759492242852305	-0.39744985492993923	-1.2561607971423356	36
Metabolism of porphyrins | Reactome	0.4440052700922266	0.6986775396519223	0.02596864288204683	-0.4032287808003939	-1.0121813974853624	14
Metabolism of proteins | Reactome	0.9992480072191307	1	0.010255123195725118	-0.16141664121517682	-0.7327999098877575	419
Metabolism of steroids | Reactome	0.21478432074458564	0.46269458150450543	0.03907775015974692	-0.39368338963442945	-1.1962614700016923	30
Metabolism of vitamins and cofactors | Reactome	0.5222094361334868	0.7871181819707673	0.026634233831107856	0.26753683116939136	0.9660683197544014	54
Metabolism of water-soluble vitamins and cofactors | Reactome	0.3123143705734521	0.5686028888202872	0.036263095592796106	0.31519728359490656	1.0862198137534749	43
Metabolism | Reactome	0.046790641871625675	0.19113535783409355	0.11479040423284313	0.24516794295347302	1.1781060207873117	442
Methane metabolism - Saccharomyces cerevisiae (budding yeast) | KEGG	0.16428252123379525	0.376372125366314	0.05124056308104221	0.40819888735514476	1.2491199255000007	26
Mismatch repair - Saccharomyces cerevisiae (budding yeast) | KEGG	5.262069382611243e-5	8.438800158039512e-4	0.557332238758646	-0.7456727234674058	-2.0537378690451566	20
Mitochondrial biogenesis | Reactome	0.004869825810076793	0.03573956908073308	0.2853133921438723	-0.7498072866837986	-1.7254128612346256	10
Mitophagy - yeast - Saccharomyces cerevisiae (budding yeast) | KEGG	0.8048780487804879	0.9762246361959418	0.015884030885462648	-0.24665122441760912	-0.7967540287215868	40
Mitotic Anaphase | Reactome	0.6730397422126746	0.9135617817494925	0.021361575608860726	0.31441266022291714	0.8505215652940186	16
Mitotic G1 phase and G1/S transition | Reactome	3.649252454760332e-5	6.811880948532148e-4	0.557332238758646	-0.6226753486724977	-2.0427781018478504	43
Mitotic G2-G2/M phases | Reactome	0.10072342793544797	0.3007809951451653	0.06023700915410373	-0.5196689772832989	-1.3782483850824676	17
Mitotic Metaphase and Anaphase | Reactome	0.6730397422126746	0.9135617817494925	0.021361575608860726	0.31441266022291714	0.8505215652940186	16
Mitotic Prometaphase | Reactome	5.013786372415956e-6	1.8091412493800909e-4	0.610526878385931	-0.8291139832447766	-2.1233459903579908	15
Mitotic Prophase | Reactome	0.7232731137088204	0.93119149492722475	0.020089575879766883	0.32366752520673947	0.8054835015251152	12
MyD88 cascade initiated on plasma membrane | Reactome	0.30304969076562166	0.5560191360233652	0.035455751619914114	0.43155586261277484	1.1266648392460752	14
MyD88 dependent cascade initiated on endosome | Reactome	0.30304969076562166	0.5560191360233652	0.035455751619914114	0.43155586261277484	1.1266648392460752	14
MyD88-independent TLR4 cascade  | Reactome	0.30304969076562166	0.5560191360233652	0.035455751619914114	0.43155586261277484	1.1266648392460752	14
MyD88:MAL(TIRAP) cascade initiated on plasma membrane | Reactome	0.30304969076562166	0.5560191360233652	0.035455751619914114	0.43155586261277484	1.1266648392460752	14
